"name","thematic_area_id","thematic_area","interest_area_id","description","requirements","work_methods","optional_requirements"
"Asesor PQRs telecomunicaciones",5,"legal",NULL,"Estamos en la búsqueda de un Asesor PQRs para nuestro equipo de atención al cliente en el área de telecomunicaciones. En este puesto, el candidato seleccionado será responsable de brindar soluciones rápidas y eficientes a nuestros clientes, resolver PQRs y garantizar la satisfacción del cliente en cada interacción.Para ser considerado para este puesto, el candidato debe tener experiencia previa como asesor de otros centros de contacto y solución durante un mínimo de 1 año o como asesor de otras empresas de telecomunicaciones durante un mínimo de 2 años. Además, debe ser técnico o tecnólogo en sistemas, administración, contabilidad o carreras afines. Si es un profesional graduado o estudiante de una carrera profesional con estudios mínimos de 6 semestres en áreas como derecho, administración, ingeniería de sistemas, economía o contabilidad, sería homologable por experiencia.El candidato ideal para este puesto debe ser proactivo, con capacidad para trabajar bajo presión, flexible y capaz de trabajar en equipo. Además, debe ser un comunicador efectivo y persuasivo, con habilidades para escuchar y entender los problemas, necesidades o inquietudes de los clientes, y para ofrecer soluciones efectivas de manera clara y sencilla. Asimismo, el candidato debe tener habilidades de multitarea y capacidad de trabajar en un entorno de ritmo rápido con la capacidad de manejar múltiples solicitudes al mismo tiempo.Nos comprometemos a brindar un excelente ambiente de trabajo y oportunidades de desarrollo laboral a quienes se sumen a nuestro equipo de trabajo. Únete a nuestro equipo de Asesor PQRs y Ayuda a nuestros clientes a resolver sus dudas, mejorar su experiencia y mantenerse conectados con las últimas innovaciones tecnológicas.         Mostrar más           Mostrar menos. Oferta publicada por Millenium BPO en Bogotá","[""trabajo"", ""telecomunicaciones"", ""contabilidad"", ""experiencia"", ""ideal"", ""desarrollo"", ""habilidades"", ""profesional"", ""equipo"", ""capacidad""]",NULL,NULL
"Prácticas Profesionales - Postobón",5,"legal",NULL,"¿Estás a punto de iniciar tus prácticas?Si Eres Estudiante De Formación Universitario En Áreas Relacionadas aEs Postobón nos encontramos en búsqueda de nuestros practicantes para el semestre 2023-1. Administración de negocios/de empresas, negocios internacionales, ingeniería administrativa, ingeniería de procesos, ingeniería logística, ingeniería industrial y mercadeo. Ingeniería química, ingeniería de producción, ingeniería de calidad e ingeniería de alimentos. Ingeniería de sistemas. Finanzas, economía. Publicidad, diseño gráfico y comunicaciones. Psicología, derecho. Estadística, ingeniería matemáticas.¡No te pierdas esta oportunidad y postúlate!         Mostrar más           Mostrar menos. Oferta publicada por POSTOBON S.A. en Cali","[""industrial"", ""negocios"", ""mercado"", ""calidad""]",NULL,NULL
"Coordinador canal moderno Junior - Bogotá Contratación Inmediata",7,"communications",NULL,"¡Nuestra compañía del sector de alimentos para nuestras mascotas crece cada día más!Si eres una persona proactiva, comercial, con excelente actitud y servicio al cliente, esta es tu gran oportunidad de pertenecer a nuestro equipo de trabajo, ya que estamos en la búsqueda de Coordinador junior canal moderno para la ciudad de Bogotá.Solo Debes Tener Los Siguientes RequisitosContar con un técnico, tecnólogo o profesional.Conocimiento en canal Moderno ( Grupo Éxito- Colsubsidio Olímpica) Ara etc. Manejo de Personal/ Seguimiento de Ventas. Reportes de Nómina. Fluidez Verbal / Resolución de conflictos. Deseable 1 año de experiencia.Contaras Con Los Siguientes BeneficiosSalario básico de ¡$1.300.000 + Todas las prestaciones de ley + Auxilio de comunicación $45.000 + Auxilio de movilización extralegal de $150.000 + Pago quincenal!¡¡No dudes en aplicar y te estaremos llamando!!         Mostrar más           Mostrar menos. Oferta publicada por Tuplex EOOD (Туплекс ЕООД) en Bogotá","[""servicio"", ""alimentos"", ""equipo"", ""persona""]",NULL,NULL
"¿Cómo podríamos diseñar un modelo que pueda predecir el comportamiento de usuarios y/o empleados frente a un tema específico?",6,"tech",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"KET ACCOUNT MANAGER",19,"sales",NULL,"¿Cómo mantener los clientes de la UEN asignada, para el garantizar el cumplimiento del presupuesto y la máxima explotación del mercado?","[""excel avanzado"", ""redes sociales"", ""gestión de office"", ""Ingles básico""]","[""mixed""]","[""líder"", ""organizado"", ""comunicación"", ""ventas"", ""resultados"", ""trabajo bajo presión""]"
"¿Cómo podríamos predecir cuándo es necesario un insumo para evitar demoras en el proceso de producción?",6,"tech",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Asesor comercial call center o presencial - trabajo hibrido",17,"consumer",NULL,"Empresa del sector financiero requiere para su equipo de trabajo bachiller culminado Mínimo 6 meses de experiencia RECIENTE en call center ventas o ventas presenciales, Con actitud comercial y excelente servicio al cliente.HORARIO: Lunes a Viernes ROTATS entre 7:00am y 7:00pm se asignan 8 horas laborales y Sábados FIJO 7:00 am a 1:00 pmSALARIO:$1.160.000 + comisiones sin techo +beneficios de la compañía + prestaciones de ley.Modalidad de trabajo alternancia- casa -oficina , Sede chico norte         Mostrar más           Mostrar menos. Oferta publicada por Messina Market & Catering en Bogotá","[""trabajo"", ""presencial"", ""financiero"", ""comercial"", ""ventas"", ""experiencia"", ""servicio"", ""equipo""]",NULL,NULL
"Auxiliar de facturación",17,"consumer",NULL,"Se requiere personal para el cargo de Auxiliar de Facturación, debe de ser Tecnólogo Contabilidad, Finanzas, Servicio al cliente o afines.FuncionesGarantizar un excelente servicio al clientemediante el correcto proceso de atención a losclientes internos, externos y el apoyo alproceso de facturación.Salario:,$ 1.624.080+ prestaciones socialesHorario: L-V (08:00 am - 05:00 am )S (08:00 a.m - 01:30 pm)         Mostrar más           Mostrar menos. Oferta publicada por CHEEKMagazine.com en Medellín","[""servicio""]",NULL,NULL
"Comunicadora Social",8,"design",NULL,"Cooperativa Especializada en Ahorro y Crédito requiere profesional, área de comunicaciones Social, Diseno Gráfico con experiencia mínima de 2 anos. Excelente redacción y ortografía. Conocimientos complementarios Adobe illustrator, Photoshop  Software relacionado con el cargo (office). Manejo de Redes sociales, administración de página Web.         Mostrar más           Mostrar menos. Oferta publicada por Trabajo Joven Sí Hay en Medellín","[""experiencia""]",NULL,NULL
"Data engineer",6,"tech",NULL,"Bridge the gap between traditional data architecture and emerging cloud architecture, assisting in the evaluation and deployment of toolsets and solutions","[""SQL"", ""Azure"", ""ETL/ELT"", ""POWER BI""]","[""virtual""]","[""Inglés""]"
"Supervisores de servicio al cliente para el sector salud (no ventas)",17,"consumer",NULL,"Intelcia Medellín (sede Sabaneta) busca Supervisores de servicio al cliente para el sector salud de manera presencial. Nuestra sede está ubicada a 5 minutos de la estación Sabaneta del metro.Salario: $1.723.000 + 117 mil de auxilio de transporte + incentivos de 15% sobre el salario básico (prestacionales, sin techo)Responsabilidades Seguimiento de métricas Retroalimentaciones al equipo a cargo Trabajo en equipo y liderazgo Reportes al jefe de operaciones Planes de mejoraRequisitos Deseable tener experiencia en servicio al cliente en areas de salud y en areas de liderazgo de mínimo 6 mesesDeseable experiencia en campañas offshore, cliente español.Disponibilidad de trabajo madrugadaSe requiere dominio del uso de ordenador, agilidad en el cambio de pantallas y uso del teclado.Facilidad de palabra y empatía para atender un servicio sensible al estar relacionado con la salud.BeneficiosTransporte gratuito bajo cobertura de rutaTrabajo de lunes a viernes (incluye festivos)Prestaciones legales (primas, cesantías y vacaciones)Convenio con FincomercioSe trabajan 42 horas semanales Afiliación a EPS, ARL, Fondo de Pensiones, y Caja de compensación familiar.      Mostrar más           Mostrar menos. Oferta publicada por Heatron en Sabaneta","[""servicio"", ""liderazgo"", ""en equipo"", ""transporte"", ""experiencia"", ""salud"", ""agilidad"", ""servicio al cliente"", ""equipo"", ""operaciones""]",NULL,NULL
"14592-Consultor(a) Integral Servicio A Clientes",7,"communications",NULL,"Nuestra compañía¿Conoces a Claro Colombia? Confianza, empoderamiento y colaboración, son los pilares que inspiran nuestra cultura, por eso en la familia Claro todos(as) trabajamos para ser el operador móvil con mayor cobertura en Colombia y llevar la señal 2G, 3G y 4G al 99% del país. Si te identificas con nuestra cultura ¡este reto es para ti!Descripción del puesto ofertado¡Tu nuevo desafío! Como parte del equipo de área de Servicio al Cliente brindarás la mejor experiencia comercial, atención y solución efectiva a los requerimientos del cliente que visita el CAV o tienda, aprovechando cada interacción para generar nuevos ingresos, fidelización, retención y recomendación, cumpliendo con las políticas y procesos establecidos por la compañía para cada interacción con el cliente, además tendrás la oportunidad de demostrar tus habilidades de Servicio a Clientes, retención, fidelización y habilidad comercial. Si disfrutas trabajar con herramientas digitales, eres competente, innovador(a) y un(a) líder innato, ¡encajaras perfectamente con nuestra familia Claro!Requerimientos del puesto del trabajo ofertadoSi eres: tecnólogo(a) en administración o economía, o profesional en administración o economía, ingeniería o áreas afines. Tienes conocimientos servicio a cliente, generas empatía, tienes una comunicación asertiva, gestión de PQRS, gestión de ventas, herramientas ofimáticas (Excel, power point, correo), habilidades en retención y fidelización. Has tenido cerca 2 años de experiencia laboral en área de servicio al cliente, fidelización, retención y call center. No esperes más para postularte y ¡emprender este viaje con nosotros!Recuerda que en Claro estamos comprometidos(as) en disminuir la brecha de género brindando igualdad de oportunidades laborales y enalteciendo la diversidad en nuestros equipos de trabajo.         Mostrar más           Mostrar menos. Oferta publicada por Claro Colombia en Neiva","[""cultura"", ""profesional"", ""herramientas"", ""procesos"", ""power"", ""habilidades"", ""equipo"", ""experiencia"", ""servicio"", ""redes""]",NULL,NULL
"¿Cómo podríamos desarrollar una forma de detectar fallas en datos organizacionales para garantizar fácilmente su calidad?",6,"tech",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¡Aplica ya! Asesor de CALL center servicio al cliente comercial o afines Proceso de Selección virtual/ lunes a sabado de dia NO de noche ni madrugada",17,"consumer",NULL,"Haz parte del equipo con las mejores interacciones del país y el mundo, teniendo la oportunidad de crecer y tener beneficios con el equipo más pro. Únete, y trabaja en nuestra línea de contact center, con grandes beneficios salariales y lo más importante con grandes oportunidades de crecimiento.BENEFICIOS Salario básico garantizado $1.160.000 + prestaciones de ley + comisiones + beneficios promedio mensual de $1.900.000 Laboras para campaña Si estudias NOCTURNO puedes aplicar Descansas Domingos y festivos Oportunidades de crecimiento Prestaciones Ley Fondo de empleadosParqueadero totalmente GRATIS Convenios financieros, educativos y másREQUISITOS CON EXPERIENCIA MINIMA DE 2 MESES EN CALL CENTER2: Bachiller, técnico, tecnologo, profesional aplazado o culminadoCONDICIONES Horario de L a S horario de día no de noche PARA LA CIUDAD DE BOGOTÁ O ALREDEDORES¡Trabaja con los mejores del país, ¡ Generamos grandes interacciones conectamos a Colombia con el mundo a través del conocimiento, innovación, calidad y experiencia en el mercado!         Mostrar más           Mostrar menos. Oferta publicada por BRM S.A.S en Bogotá","[""no"", ""servicio"", ""profesional"", ""servicio al cliente"", ""calidad"", ""comercial"", ""experiencia"", ""equipo""]",NULL,NULL
"¿Cómo podríamos hacer más eficiente el proceso de selección de talento?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Urgente auxiliar de compras - Lebrija",16,"finance",NULL,"Importante empresa del sector avícola se encuentra en búsqueda de Técnico o Tecnologo en Contabilidad y Finanzas para desempeñar el cargo de Auxiliar de compras. Debe contar con habilidades para organizar, calcular y contabilizar facturas, cuentas por pagar, cuentas por cobrar, asientos contables, inventario presupuestos de las diferentes operaciones financieras de acuerdo con los procedimientos establecidos.         Mostrar más           Mostrar menos. Oferta publicada por Multiempleos S.A. en Perímetro Urbano Bucaramanga","[""empresa"", ""recursos"", ""operaciones"", ""auxiliar"", ""habilidades"", ""experiencia"", ""presupuestos"", ""compras"", ""recursos humanos""]",NULL,NULL
